"doc_id","morpheme_analysis"
"doc10756033_153","The/SL purpose/SL of/SL this/SL study/SL is/SL to/SL analyze/SL the/SL developmental/SL patterns/SL of/SL handwriting/SL fluency/SL by/SL grade/SL level/SL in/SL elementary/SL school/SL students/SL and/SL to/SL examine/SL whether/SL differences/SL arise/SL based/SL on/SL the/SL type/SL of/SL test/SL presentat/SL ion./SL By/SL doing/SL so/SL ,/SP the/SL study/SL aims/SL to/SL offer/SL insights/SL into/SL handwriting/SL fluency/SL development/SL and/SL implications/SL for/SL writing/SL educat/SL ion./SL A/SL total/SL of/SL 124/SN students/SL from/SL six/SL randomly/SL selected/SL classes/SL at/SL an/SL elementary/SL school/SL in/SL Gyeonggi/SL Province/SL participated/SL in/SL the/SL study/SL ,/SP with/SL one/SL class/SL per/SL gr/SL ade./SL The/SL students/SL completed/SL handwriting/SL fluency/SL tests/SL within/SL a/SL limited/SL time/SL ,/SP using/SL two/SL different/SL types/SL of/SL writing/SL tasks/SL (/SSO ‘/SSO ga/SL -/SO ha/SL ’/SSC and/SL ‘/SSO ga/SL -/SO hi/SL ’/SSC )/SSC presented/SL in/SL two/SL formats/SL :/SP one/SL using/SL underlined/SL spaces/SL and/SL the/SL other/SL using/SL boxed/SL spa/SL ces./SL Various/SL scoring/SL methods/SL were/SL applied/SL to/SL evaluate/SL whether/SL there/SL were/SL statistically/SL significant/SL differences/SL in/SL results/SL by/SL grade/SL le/SL vel./SL The/SL key/SL findings/SL of/SL the/SL study/SL are/SL as/SL follows/SL :/SP First/SL ,/SP there/SL were/SL significant/SL differences/SL in/SL total/SL number/SL of/SL characters/SL ,/SP number/SL of/SL errors/SL ,/SP and/SL number/SL of/SL correct/SL characters/SL across/SL different/SL grade/SL levels/SL ,/SP with/SL particularly/SL pronounced/SL differences/SL observed/SL in/SL the/SL middle/SL gra/SL des./SL Second/SL ,/SP the/SL test/SL format/SL using/SL underlined/SL spaces/SL revealed/SL more/SL distinct/SL grade/SL -/SO level/SL differences/SL compared/SL to/SL the/SL format/SL with/SL boxed/SL spa/SL ces./SL Based/SL on/SL these/SL findings/SL ,/SP it/SL was/SL concluded/SL that/SL systematic/SL instruction/SL tailored/SL to/SL grade/SL -/SO specific/SL handwriting/SL fluency/SL development/SL is/SL necess/SL ary./SL Additionally/SL ,/SP the/SL results/SL highlight/SL the/SL importance/SL of/SL considering/SL test/SL presentation/SL formats/SL in/SL assessing/SL handwriting/SL flue/SL ncy./SL Implications/SL for/SL future/SL research/SL and/SL writing/SL instruction/SL were/SL disc/SL ussed./SL"
"doc26195519_154","The/SL objective/SL of/SL this/SL study/SL was/SL to/SL investigate/SL the/SL reading/SL difficulties/SL of/SL 194/SN middle/SL and/SL high/SL school/SL students/SL who/SL were/SL below/SL the/SL basic/SL proficiency/SL level/SL in/SL the/SL Korean/SL language/SL and/SL analyze/SL their/SL reading/SL difficulty/SL profi/SL les./SL The/SL aim/SL was/SL to/SL provide/SL fundamental/SL data/SL for/SL the/SL development/SL of/SL tailored/SL education/SL and/SL teacher/SL training/SL progr/SL ams./SL The/SL main/SL findings/SL were/SL as/SL follows/SL :/SP students/SL demonstrated/SL relatively/SL low/SL difficulties/SL in/SL decoding/SL ,/SP but/SL some/SL encountered/SL greater/SL challenges/SL with/SL fluency/SL than/SL decod/SL ing./SL High/SL school/SL students/SL perceived/SL greater/SL difficulties/SL with/SL reading/SL lengthy/SL texts/SL and/SL inferential/SL reading/SL than/SL middle/SL school/SL stude/SL nts./SL High/SL school/SL students/SL had/SL relatively/SL low/SL difficulties/SL with/SL vocabul/SL ary./SL Reading/SL anxiety/SL was/SL generally/SL low/SL ,/SP but/SL higher/SL among/SL high/SL school/SL stude/SL nts./SL They/SL exhibited/SL relatively/SL low/SL levels/SL of/SL dyslexia/SL indicators/SL ,/SP but/SL high/SL school/SL students/SL had/SL more/SL difficulties/SL in/SL s/SL ome./SL Cluster/SL analysis/SL identified/SL three/SL distinct/SL profiles/SL of/SL reading/SL difficulty/SL ,/SP characterized/SL by/SL varying/SL levels/SL of/SL fluency/SL ,/SP comprehension/SL ,/SP reading/SL anxiety/SL ,/SP and/SL dyslexia/SL indicators/SL ,/SP despite/SL relatively/SL low/SL decoding/SL difficu/SL lties./SL"
"doc81948991_155","This/SL study/SL proposes/SL a/SL food/SL spoilage/SL detection/SL system/SL using/SL artificial/SL intelligence/SL to/SL address/SL the/SL challenges/SL and/SL risks/SL faced/SL by/SL visually/SL impaired/SL and/SL low/SL -/SO vision/SL individuals/SL who/SL cannot/SL perceive/SL the/SL spoilage/SL status/SL of/SL f/SL ood./SL The/SL proposed/SL system/SL is/SL an/SL AI/SL -/SO based/SL model/SL that/SL analyzes/SL food/SL spoilage/SL in/SL real/SL time/SL ,/SP built/SL upon/SL the/SL YOLO/SL framew/SL ork./SL Approximately/SL 1,400/SN labeled/SL images/SL were/SL used/SL in/SL the/SL dataset/SL ,/SP and/SL the/SL current/SL model/SL achieves/SL around/SL 50/SN %/SW accuracy/SL ,/SP which/SL is/SL limited/SL due/SL to/SL the/SL constraints/SL of/SL data/SL volume/SL and/SL model/SL architect/SL ure./SL Future/SL research/SL will/SL focus/SL on/SL expanding/SL the/SL dataset/SL and/SL enhancing/SL model/SL performa/SL nce./SL The/SL goal/SL of/SL this/SL study/SL is/SL to/SL help/SL visually/SL impaired/SL and/SL low/SL -/SO vision/SL individuals/SL safely/SL assess/SL the/SL condition/SL of/SL food/SL through/SL AI/SL technology/SL ,/SP thereby/SL preventing/SL risks/SL associated/SL with/SL spoiled/SL f/SL ood./SL By/SL further/SL training/SL the/SL AI/SL on/SL a/SL wider/SL range/SL of/SL food/SL types/SL and/SL spoilage/SL conditions/SL ,/SP we/SL aim/SL to/SL improve/SL accuracy/SL and/SL performance/SL ,/SP enabling/SL safer/SL food/SL management/SL across/SL so/SL ciety./SL"
"doc38003350_156","In/SL this/SL study/SL ,/SP we/SL aimed/SL to/SL identify/SL predictive/SL factors/SL for/SL the/SL performance/SL of/SL mathematical/SL word/SL problems/SL among/SL elementary/SL students/SL with/SL reading/SL difficulties/SL by/SL comparing/SL their/SL performance/SL with/SL that/SL of/SL general/SL stude/SL nts./SL We/SL developed/SL and/SL validated/SL test/SL items/SL related/SL to/SL mathematical/SL word/SL problems/SL and/SL mathematical/SL vocabulary/SL ,/SP and/SL administered/SL these/SL tests/SL to/SL a/SL total/SL of/SL 120/SN students/SL :/SP 60/SN students/SL with/SL reading/SL difficulties/SL and/SL 60/SN general/SL students/SL ,/SP all/SL in/SL the/SL 4/SN th/SL ,/SP 5/SN th/SL ,/SP and/SL 6/SN th/SL grades/SL of/SL elementary/SL sch/SL ool./SL The/SL analysis/SL revealed/SL that/SL students/SL with/SL reading/SL difficulties/SL scored/SL lower/SL on/SL both/SL mathematical/SL word/SL problems/SL and/SL mathematical/SL vocabulary/SL tasks/SL compared/SL to/SL general/SL stude/SL nts./SL The/SL predictive/SL factors/SL influencing/SL performance/SL on/SL mathematical/SL word/SL problems/SL were/SL identified/SL as/SL the/SL use/SL of/SL operation/SL signs/SL ,/SP understanding/SL of/SL mathematical/SL units/SL ,/SP writing/SL answers/SL ,/SP understanding/SL syntax/SL ,/SP and/SL writing/SL equati/SL ons./SL The/SL analysis/SL of/SL incorrect/SL responses/SL and/SL error/SL rates/SL showed/SL that/SL both/SL general/SL and/SL reading/SL -/SO challenged/SL students/SL exhibited/SL high/SL error/SL rates/SL in/SL writing/SL equations/SL and/SL answ/SL ers./SL This/SL suggests/SL the/SL need/SL for/SL targeted/SL instruction/SL focusing/SL on/SL language/SL -/SO related/SL factors/SL ,/SP such/SL as/SL syntax/SL comprehension/SL and/SL mathematical/SL vocabulary/SL ,/SP for/SL students/SL with/SL reading/SL difficult/SL ies./SL It/SL is/SL recommended/SL to/SL develop/SL programs/SL that/SL support/SL language/SL understanding/SL related/SL to/SL mathematical/SL word/SL pro/SL blems./SL"
"doc25066755_157","The/SL purpose/SL of/SL this/SL study/SL is/SL to/SL develop/SL and/SL validate/SL a/SL scale/SL for/SL assessing/SL elementary/SL school/SL teachers/SL '/SS teaching/SL competency/SL in/SL basic/SL academic/SL skills/SL based/SL on/SL the/SL Basic/SL Academic/SL Enhancement/SL Act/SL to/SL support/SL students/SL who/SL have/SL difficulty/SL in/SL lea/SL rning./SL A/SL preliminary/SL set/SL of/SL 44/SN items/SL was/SL constructed/SL through/SL the/SL analysis/SL of/SL previous/SL studies/SL and/SL expert/SL content/SL validity/SL verificat/SL ion./SL A/SL pilot/SL survey/SL was/SL conducted/SL with/SL 217/SN elementary/SL school/SL teachers/SL in/SL the/SL Gyeongsangnam/SL -/SO Do/SL ,/SP followed/SL by/SL a/SL main/SL survey/SL with/SL 673/SN elementary/SL school/SL teachers/SL nationwide/SL to/SL validate/SL the/SL tool/SL through/SL statistical/SL ana/SL lysis./SL The/SL final/SL selection/SL of/SL 19/SN items/SL demonstrated/SL good/SL model/SL fit/SL indices/SL :/SP CFI/SL =/SW ./SF 971/SN ,/SP TLI/SL =/SW ./SF 964/SN ,/SP RMSEA/SL =/SW ./SF 059/SN ,/SP and/SL SRMR/SL =/SW ./SF 032/SN ./SF The/SL factor/SL loadings/SL for/SL determining/SL the/SL convergent/SL validity/SL of/SL the/SL diagnostic/SL tool/SL ranged/SL from/SL ./SF 757/SN to/SL ./SF 936/SN ./SF The/SL tool/SL also/SL showed/SL high/SL reliability/SL with/SL Cronbach/SL '/SS s/SL α/SW >/SSC ./SF 85/SN ,/SP CR/SL >/SSC ./SF 853/SN ,/SP and/SL AVE/SL >/SSC ./SF 659/SN ./SF The/SL discriminant/SL validity/SL of/SL the/SL six/SL factors/SL was/SL confirmed/SL using/SL the/SL HTMT/SL ratio/SL of/SL correla/SL tions./SL The/SL scale/SL for/SL assessing/SL elementary/SL school/SL teachers/SL '/SS teaching/SL competency/SL in/SL basic/SL academic/SL skills/SL consists/SL of/SL six/SL domains/SL :/SP understanding/SL basic/SL academic/SL achievement/SL policies/SL ,/SP understanding/SL students/SL requiring/SL learning/SL support/SL ,/SP preventing/SL basic/SL academic/SL underachievement/SL ,/SP diagnosing/SL students/SL ’/SSC basic/SL academic/SL skills/SL ,/SP teaching/SL students/SL ’/SSC basic/SL academic/SL skills/SL ,/SP and/SL supporting/SL their/SL basic/SL academic/SL achievem/SL ent./SL The/SL final/SL scale/SL was/SL confirmed/SL to/SL consist/SL of/SL 19/SN items./SL"
"doc33921419_158","This/SL paper/SL proposes/SL a/SL food/SL information/SL system/SL using/SL artificial/SL intelligence/SL to/SL address/SL the/SL challenges/SL faced/SL by/SL visually/SL impaired/SL individuals/SL and/SL other/SL vulnerable/SL groups/SL who/SL may/SL struggle/SL to/SL identify/SL types/SL of/SL food/SL ,/SP leading/SL to/SL inconvenience/SL and/SL potential/SL health/SL ri/SL sks./SL The/SL proposed/SL system/SL employs/SL the/SL YOLO/SL model/SL to/SL detect/SL food/SL in/SL real/SL time/SL and/SL provides/SL results/SL via/SL audio/SL out/SL put./SL For/SL data/SL collection/SL and/SL preprocessing/SL ,/SP Roboflow/SL was/SL used/SL ,/SP and/SL object/SL detection/SL and/SL segmentation/SL were/SL performed/SL using/SL the/SL YOLO/SL mo/SL del./SL Additionally/SL ,/SP a/SL Progressive/SL Web/SL App/SL (/SSO PWA/SL )/SSC was/SL implemented/SL with/SL React/SL and/SL ONNX/SL Runtime/SL ,/SP integrating/SL real/SL -/SO time/SL video/SL stream/SL processing/SL and/SL an/SL automatic/SL capture/SL function/SL to/SL enhance/SL user/SL convenie/SL nce./SL This/SL research/SL aims/SL to/SL support/SL a/SL safe/SL and/SL independent/SL lifestyle/SL for/SL visually/SL impaired/SL individuals/SL and/SL other/SL vulnerable/SL groups/SL who/SL struggle/SL to/SL access/SL food/SL inform/SL ation./SL"
"doc21417338_159","The/SL study/SL aims/SL to/SL examine/SL experiences/SL and/SL draw/SL implications/SL by/SL designing/SL and/SL applying/SL a/SL pre/SL -/SO service/SL teacher/SL curriculum/SL based/SL on/SL the/SL latest/SL media/SL in/SL music/SL education/SL that/SL reflects/SL of/SL the/SL metaverse/SL and/SL artificial/SL intellige/SL nce./SL Using/SL backward/SL design/SL as/SL stage/SL ,/SP 15/SN -/SO session/SL curriculum/SL was/SL planned/SL ,/SP and/SL appropriate/SL media/SL were/SL selected/SL for/SL each/SL sess/SL ion./SL To/SL analyze/SL the/SL experience/SL of/SL pre/SL -/SO service/SL teachers/SL ,/SP the/SL survey/SL was/SL planned/SL with/SL 8/SN TPACK/SL questions/SL of/SL technological/SL pedagogical/SL content/SL knowledge/SL and/SL 9/SN questions/SL of/SL instructional/SL self/SL -/SO efficacy/SL ,/SP and/SL the/SL subjective/SL experience/SL was/SL closely/SL examined/SL by/SL analyzing/SL reflective/SL journals/SL ,/SP performance/SL tasks/SL ,/SP observation/SL diaries/SL ,/SP and/SL learning/SL management/SL systems/SL (/SSO LMS/SL )/SSC ./SF As/SL a/SL result/SL ,/SP a/SL significant/SL increase/SL in/SL the/SL mean/SL TPACK/SL scores/SL of/SL pre/SL -/SO service/SL teachers/SL was/SL obser/SL ved./SL Observations/SL indicated/SL that/SL tailored/SL learning/SL tools/SL could/SL be/SL developed/SL using/SL media/SL functions/SL ,/SP and/SL media/SL -/SO based/SL instruction/SL methods/SL were/SL effectively/SL recogni/SL zed./SL Descriptive/SL analysis/SL of/SL the/SL self/SL -/SO efficacy/SL survey/SL revealed/SL high/SL average/SL scores/SL ,/SP particularly/SL in/SL '/SSO motivation/SL '/SSC and/SL '/SS instruction/SL planning/SL suitable/SL for/SL social/SL flow/SL ,/SP '/SSO while/SL '/SSC strategies/SL for/SL underachievement/SL '/SS showed/SL relatively/SL low/SL sco/SL res./SL To/SL improve/SL the/SL media/SL -/SO based/SL curriculum/SL :/SP First/SL ,/SP media/SL -/SO based/SL curricula/SL should/SL be/SL implemented/SL considering/SL the/SL various/SL levels/SL of/SL prospective/SL teachers/SL and/SL should/SL have/SL sufficient/SL t/SL ime./SL Second/SL ,/SP suitable/SL media/SL must/SL be/SL selected/SL in/SL elementary/SL classrooms/SL ,/SP considering/SL student/SL differences/SL ,/SP and/SL a/SL curriculum/SL addressing/SL underachievement/SL is/SL nee/SL ded./SL Third/SL ,/SP a/SL stable/SL digital/SL environment/SL should/SL be/SL ensured/SL through/SL regular/SL checks/SL of/SL equipment/SL ,/SP with/SL additional/SL support/SL for/SL headsets/SL during/SL sound/SL edit/SL ing./SL This/SL study/SL hopes/SL to/SL help/SL pre/SL -/SO service/SL teachers/SL enhance/SL their/SL technological/SL pedagogical/SL content/SL knowledge/SL and/SL develop/SL media/SL -/SO based/SL music/SL education/SL for/SL the/SL digital/SL age./SL"
"doc58411504_161","This/SL study/SL explores/SL the/SL necessity/SL for/SL personalized/SL basic/SL literacy/SL education/SL targeting/SL upper/SL -/SO grade/SL elementary/SL stude/SL nts./SL It/SL presents/SL the/SL design/SL and/SL implementation/SL of/SL a/SL program/SL customized/SL to/SL individual/SL learner/SL characteristics/SL ,/SP identified/SL through/SL a/SL comprehensive/SL diagnostic/SL and/SL prescriptive/SL proc/SL ess./SL Upper/SL -/SO grade/SL students/SL who/SL have/SL yet/SL to/SL master/SL basic/SL literacy/SL skills/SL often/SL demonstrate/SL not/SL only/SL low/SL literacy/SL proficiency/SL but/SL also/SL decreased/SL learning/SL motivat/SL ion./SL Consequently/SL ,/SP it/SL is/SL critical/SL to/SL design/SL one/SL -/SO on/SL -/SO one/SL instruction/SL that/SL is/SL adaptable/SL to/SL the/SL learner/SL ’/SSC s/SL individual/SL outcomes/SL and/SL responsive/SL to/SL their/SL learning/SL behavi/SL ors./SL Moreover/SL ,/SP the/SL relatively/SL higher/SL oral/SL language/SL proficiency/SL of/SL these/SL students/SL ,/SP as/SL compared/SL to/SL their/SL written/SL language/SL skills/SL ,/SP should/SL be/SL strategically/SL utilized/SL to/SL enhance/SL literacy/SL acquis/SL ition./SL The/SL program/SL was/SL developed/SL based/SL on/SL an/SL analysis/SL of/SL individual/SL learner/SL profiles/SL ,/SP which/SL were/SL gathered/SL through/SL a/SL combination/SL of/SL observations/SL ,/SP interviews/SL ,/SP and/SL pre/SL -/SO tests/SL (/SSO evaluating/SL reading/SL skills/SL and/SL attitudes/SL )/SSC ./SF These/SL insights/SL guided/SL the/SL selection/SL of/SL program/SL modules/SL and/SL reading/SL materi/SL als./SL Between/SL October/SL 2023/SN and/SL January/SL 2024/SN ,/SP a/SL 14/SN -/SO session/SL program/SL focused/SL on/SL audiobook/SL listening/SL and/SL book/SL reading/SL was/SL implemented/SL for/SL a/SL sixth/SL -/SO grade/SL student/SL ,/SP referred/SL to/SL as/SL Student/SL A/SL ,/SP at/SL G/SL Elementary/SL School/SL in/SL Any/SL ang./SL The/SL findings/SL indicate/SL positive/SL improvements/SL in/SL Student/SL A/SL ’/SSC s/SL reading/SL fluency/SL and/SL reading/SL attitude/SL ,/SP demonstrating/SL the/SL efficacy/SL of/SL the/SL tailored/SL app/SL roach./SL"
"doc78552122_162","The/SL purpose/SL of/SL this/SL study/SL is/SL to/SL verify/SL the/SL effect/SL of/SL the/SL intensive/SL support/SL program/SL for/SL junior/SL college/SL students/SL with/SL low/SL academic/SL performance/SL on/SL students/SL '/SS learning/SL motivation/SL and/SL self/SL -/SO learning/SL efficacy/SL ,/SP and/SL to/SL explore/SL its/SL mean/SL ing./SL This/SL study/SL was/SL conducted/SL with/SL 46/SN students/SL who/SL participated/SL in/SL the/SL JUMP/SL -/SO UP/SL program/SL supported/SL by/SL the/SL D/SL University/SL Teaching/SL and/SL Learning/SL Development/SL Center/SL in/SL Busan/SL for/SL backers/SL and/SL students/SL with/SL low/SL gra/SL des./SL The/SL research/SL question/SL of/SL this/SL study/SL is/SL ,/SP first/SL ,/SP does/SL the/SL JUMP/SL -/SO UP/SL program/SL affect/SL the/SL reinforcement/SL of/SL the/SL learning/SL motivation/SL of/SL junior/SL college/SL students/SL ?/SF Second/SL ,/SP does/SL the/SL JUMP/SL -/SO UP/SL program/SL affect/SL the/SL self/SL -/SO learning/SL efficacy/SL of/SL junior/SL college/SL students/SL ?/SF As/SL a/SL result/SL of/SL examining/SL the/SL effectiveness/SL by/SL conducting/SL a/SL survey/SL before/SL and/SL after/SL participating/SL in/SL the/SL JUMP/SL -/SO UP/SL program/SL ,/SP the/SL JUMP/SL -/SO UP/SL program/SL showed/SL statistically/SL significant/SL changes/SL in/SL all/SL items/SL of/SL participating/SL learners/SL '/SS learning/SL motivation/SL and/SL self/SL -/SO learning/SL effic/SL acy./SL Through/SL this/SL ,/SP it/SL can/SL be/SL seen/SL that/SL an/SL intensive/SL support/SL program/SL such/SL as/SL the/SL JUMP/SL -/SO UP/SL program/SL is/SL valuable/SL as/SL a/SL support/SL program/SL suitable/SL for/SL improving/SL the/SL learning/SL motivation/SL and/SL self/SL -/SO learning/SL efficacy/SL of/SL vocational/SL college/SL students/SL suffering/SL from/SL low/SL academic/SL perfor/SL mance./SL"
"doc66891227_163","The/SL purpose/SL of/SL this/SL study/SL is/SL to/SL present/SL an/SL efficient/SL underachievement/SL program/SL for/SL underachieving/SL elementary/SL school/SL students/SL '/SS underachievement/SL intervention/SL using/SL meta/SL -/SO analysis/SL to/SL the/SL field/SL of/SL underachievement/SL education/SL in/SL elementary/SL schools/SL ,/SP and/SL to/SL present/SL comprehensive/SL implications/SL and/SL directions/SL for/SL underachievement/SL educat/SL ion./SL There/SL were/SL 28/SN academic/SL journals/SL and/SL 43/SN dissertations/SL related/SL to/SL poor/SL learning/SL of/SL elementary/SL school/SL students/SL published/SL in/SL Korea/SL from/SL 2013/SN to/SL July/SL 2024./SN For/SL the/SL analysis/SL of/SL the/SL data/SL ,/SP CMA/SL (/SSO Comprehensive/SL Meta/SL Analysis/SL ,/SP V/SL 3/SN )/SSC was/SL u/SL sed./SL 83/SN sample/SL -/SO level/SL effect/SL sizes/SL and/SL 444/SN variable/SL -/SO level/SL effect/SL sizes/SL were/SL extracted/SL from/SL a/SL total/SL of/SL 71/SN pap/SL ers./SL The/SL wireless/SL model/SL was/SL selected/SL as/SL the/SL analysis/SL model/SL for/SL the/SL effect/SL size/SL ,/SP and/SL the/SL level/SL of/SL analysis/SL was/SL analyzed/SL at/SL the/SL sample/SL level/SL and/SL variable/SL le/SL vel./SL The/SL overall/SL average/SL effect/SL size/SL was/SL ./SF 713/SN ,/SP indicating/SL a/SL medium/SL effect/SL s/SL ize./SL The/SL programs/SL for/SL poor/SL learning/SL of/SL elementary/SL school/SL students/SL were/SL examined/SL by/SL program/SL type/SL ,/SP program/SL result/SL variable/SL ,/SP and/SL program/SL control/SL varia/SL ble./SL By/SL program/SL type/SL ,/SP the/SL counseling/SL program/SL was/SL the/SL highest/SL ,/SP and/SL the/SL learning/SL motivation/SL program/SL showed/SL the/SL lowest/SL average/SL effect/SL s/SL ize./SL By/SL program/SL result/SL variable/SL ,/SP the/SL cognitive/SL variable/SL ,/SP behavioral/SL variable/SL ,/SP and/SL affective/SL variable/SL were/SL in/SL or/SL der./SL By/SL program/SL control/SL variable/SL ,/SP the/SL publication/SL year/SL was/SL 2023/SN ,/SP the/SL publication/SL type/SL was/SL a/SL thesis/SL ,/SP the/SL grade/SL was/SL lower/SL ,/SP the/SL target/SL was/SL underachiever/SL students/SL ,/SP the/SL region/SL was/SL a/SL small/SL and/SL medium/SL -/SO sized/SL city/SL ,/SP the/SL treatment/SL period/SL was/SL less/SL than/SL 4/SN weeks/SL ,/SP the/SL number/SL of/SL treatments/SL was/SL less/SL than/SL 10/SN times/SL ,/SP the/SL total/SL treatment/SL time/SL was/SL more/SL than/SL 41/SN minutes/SL ,/SP the/SL total/SL treatment/SL time/SL was/SL less/SL than/SL 500/SN minutes/SL ,/SP the/SL group/SL size/SL was/SL 16-20/W_SERIAL people/SL or/SL less/SL ,/SP the/SL learning/SL focus/SL was/SL basic/SL learning/SL -/SO oriented/SL ,/SP and/SL the/SL subject/SL was/SL the/SL highest/SL average/SL effect/SL size/SL in/SL Kor/SL ean./SL This/SL study/SL is/SL significant/SL in/SL that/SL it/SL analyzes/SL the/SL effect/SL of/SL the/SL poor/SL learning/SL program/SL for/SL elementary/SL school/SL students/SL on/SL poor/SL learning/SL and/SL provides/SL comprehensive/SL implications/SL for/SL poor/SL learning/SL and/SL the/SL direction/SL of/SL educ/SL ation./SL"
"doc56499864_164","The/SL purpose/SL of/SL this/SL study/SL is/SL to/SL develop/SL a/SL teacher/SL training/SL program/SL to/SL improve/SL the/SL professionalism/SL of/SL literacy/SL instruct/SL ion./SL In/SL order/SL to/SL develop/SL a/SL training/SL program/SL ,/SP the/SL legal/SL basis/SL and/SL education/SL policy/SL of/SL teacher/SL training/SL related/SL to/SL basic/SL education/SL were/SL exami/SL ned./SL Theoretical/SL and/SL practical/SL knowledge/SL of/SL literacy/SL is/SL required/SL as/SL a/SL component/SL of/SL teacher/SL expertise/SL in/SL literacy/SL instruction/SL ,/SP and/SL specifically/SL ,/SP understanding/SL and/SL utilization/SL of/SL teaching/SL methods/SL and/SL principles/SL ,/SP use/SL of/SL diagnostic/SL tools/SL ,/SP and/SL program/SL design/SL are/SL presented/SL as/SL components/SL of/SL expert/SL ise./SL As/SL a/SL result/SL of/SL analyzing/SL the/SL needs/SL of/SL the/SL teacher/SL training/SL program/SL examined/SL through/SL expert/SL group/SL interviews/SL ,/SP it/SL was/SL found/SL that/SL the/SL demand/SL for/SL practical/SL guidance/SL expertise/SL of/SL teachers/SL was/SL h/SL igh./SL A/SL training/SL program/SL for/SL cultivating/SL literacy/SL expertise/SL and/SL an/SL optional/SL training/SL program/SL according/SL to/SL the/SL role/SL of/SL the/SL training/SL participants/SL were/SL developed/SL and/SL presen/SL ted./SL It/SL is/SL expected/SL that/SL the/SL training/SL program/SL on/SL cultivating/SL the/SL professionalism/SL of/SL teachers/SL '/SS literacy/SL instruction/SL will/SL provide/SL practical/SL help/SL to/SL learners/SL rather/SL than/SL other/SL basic/SL education/SL pol/SL icies./SL"
"doc06154818_166","The/SL purpose/SL of/SL this/SL study/SL was/SL to/SL invite/SL five/SL elementary/SL teachers/SL to/SL reflect/SL on/SL how/SL established/SL elementary/SL English/SL education/SL is/SL and/SL to/SL identify/SL needed/SL changes/SL toward/SL a/SL well/SL -/SO perched/SL elementary/SL English/SL educat/SL ion./SL The/SL views/SL of/SL five/SL teachers/SL were/SL collected/SL through/SL interviews/SL and/SL analyzed/SL through/SL thematic/SL analy/SL sis./SL Previous/SL studies/SL in/SL support/SL of/SL their/SL views/SL are/SL presented/SL ,/SP and/SL they/SL attest/SL that/SL these/SL views/SL are/SL shared/SL among/SL teachers/SL and/SL researchers/SL on/SL a/SL larger/SL sc/SL ale./SL The/SL results/SL of/SL the/SL study/SL suggest/SL that/SL elementary/SL English/SL education/SL fulfill/SL its/SL responsibility/SL to/SL ensure/SL learners/SL basic/SL academic/SL level/SL proficiency/SL ,/SP that/SL the/SL current/SL practice/SL of/SL the/SL specialist/SL -/SO teacher/SL -/SO based/SL teaching/SL system/SL be/SL replaced/SL with/SL the/SL class/SL teacher/SL system/SL ,/SP that/SL sturdy/SL phonics/SL program/SL be/SL included/SL in/SL the/SL national/SL elementary/SL English/SL curriculum/SL ,/SP and/SL that/SL means/SL be/SL taken/SL in/SL order/SL for/SL effective/SL teaching/SL know/SL -/SO hows/SL and/SL practices/SL to/SL be/SL introduced/SL and/SL shared/SL among/SL teach/SL ers./SL The/SL study/SL reports/SL on/SL recent/SL positive/SL national/SL level/SL actions/SL toward/SL assisting/SL learners/SL securing/SL basic/SL academic/SL proficiency/SL and/SL providing/SL more/SL ground/SL in/SL teaching/SL ph/SL onics./SL"
"doc54924058_168","The/SL purpose/SL of/SL this/SL study/SL is/SL to/SL explore/SL the/SL daily/SL experiences/SL and/SL challenges/SL of/SL primary/SL school/SL children/SL with/SL developmental/SL dyslexia/SL ,/SP aiming/SL to/SL identify/SL appropriate/SL support/SL measu/SL res./SL A/SL photovoice/SL study/SL was/SL conducted/SL with/SL six/SL mothers/SL from/SL Seoul/SL ,/SP Gyeonggi/SL -/SO do/SL ,/SP and/SL Gyeongnam/SL ,/SP each/SL with/SL a/SL child/SL in/SL the/SL first/SL or/SL second/SL gr/SL ade./SL The/SL findings/SL reveal/SL that/SL mothers/SL experience/SL significant/SL fatigue/SL from/SL managing/SL a/SL dyslexia/SL -/SO focused/SL lifestyle/SL but/SL also/SL feel/SL hopeful/SL upon/SL observing/SL their/SL children/SL '/SS s/SL progress/SL through/SL interventi/SL ons./SL Despite/SL facing/SL continuous/SL trials/SL ,/SP errors/SL ,/SP and/SL psychological/SL frustration/SL ,/SP mothers/SL persistently/SL engage/SL in/SL consistent/SL literacy/SL interactions/SL and/SL guidance/SL at/SL h/SL ome./SL To/SL enhance/SL support/SL for/SL children/SL with/SL dyslexia/SL ,/SP mothers/SL suggest/SL increasing/SL the/SL number/SL of/SL reading/SL intervention/SL specialists/SL ,/SP improving/SL dyslexia/SL awareness/SL among/SL educators/SL ,/SP and/SL expanding/SL access/SL to/SL specialized/SL diagnostic/SL and/SL support/SL clinics/SL for/SL developmental/SL dysle/SL xia./SL This/SL study/SL highlights/SL the/SL need/SL for/SL specific/SL and/SL effective/SL support/SL measures/SL by/SL examining/SL the/SL unique/SL daily/SL experiences/SL and/SL needs/SL of/SL mothers/SL of/SL children/SL with/SL developmental/SL dys/SL lexia./SL"
